"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"IMEXSSP3433","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","ImexSsp3433","ImexSsp3433","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1695"
"ImplicitEuler","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","ImplicitEuler","ImplicitEuler","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","63"
"ImplicitMidpoint","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","ImplicitMidpoint","ImplicitMidpoint","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","108"
"KenCarp3","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","KenCarp3","KenCarp3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","454"
"KenCarp4","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","KenCarp4","KenCarp4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1015"
"KenCarp47","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","KenCarp47","KenCarp47","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1064"
"KenCarp5","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","KenCarp5","KenCarp5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1110"
"KenCarp58","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","KenCarp58","KenCarp58","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1157"
"Kvaerno3","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Kvaerno3","Kvaerno3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","408"
"Kvaerno4","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Kvaerno4","Kvaerno4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","919"
"Kvaerno5","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Kvaerno5","Kvaerno5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","969"
"SDIRK2","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sdirk2","Sdirk2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","256"
"SDIRK22","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sdirk22","Sdirk22","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","304"
"SFSDIRK4","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sfsdirk4","Sfsdirk4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","601"
"SFSDIRK5","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sfsdirk5","Sfsdirk5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","647"
"SFSDIRK6","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sfsdirk6","Sfsdirk6","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","694"
"SFSDIRK7","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sfsdirk7","Sfsdirk7","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","741"
"SFSDIRK8","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Sfsdirk8","Sfsdirk8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","788"
"SSPSDIRK2","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","SspSdirk2","SspSdirk2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","359"
"Trapezoid","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Trapezoid","Trapezoid","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","150"
"TRBDF2","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Trbdf2","Trbdf2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","203"
"MER5v2","algorithm",,"OrdinaryDiffEqSIMDRK","SIMD explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; SIMD-specialized workspace","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqSIMDRK/src/algorithms.jl","1"
"MER6v2","algorithm",,"OrdinaryDiffEqSIMDRK","SIMD explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; SIMD-specialized workspace","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqSIMDRK/src/algorithms.jl","19"
"RK6v4","algorithm",,"OrdinaryDiffEqSIMDRK","SIMD explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; SIMD-specialized workspace","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqSIMDRK/src/algorithms.jl","37"
"KYK2014DGSSPRK_3S2","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","Kyk2014DgSsprk3S2","Kyk2014DgSsprk3S2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","285"
"KYKSSPRK42","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","KYKSSPRK42","KYKSSPRK42","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","267"
"pRRK22","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","pRRK22","pRRK22","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","306"
"pRRK33","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","pRRK33","pRRK33","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","327"
"pRRK54","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","pRRK54","pRRK54","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","348"
"SSPRK104","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk104","SspRk104","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","172"
"SSPRK22","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk22","SspRk22","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","24"
"SSPRK33","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk33","SspRk33","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","249"
"SSPRK43","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk43","SspRk43","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","96"
"SSPRK432","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk432","SspRk432","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","111"
"SSPRK53","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk53","SspRk53","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","38"
"SSPRK53_2N1","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk53TwoN1","SspRk53TwoN1","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","157"
"SSPRK53_2N2","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk53TwoN2","SspRk53TwoN2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","9"
"SSPRK53_H","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk53H","SspRk53H","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","234"
"SSPRK54","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk54","SspRk54","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","143"
"SSPRK63","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk63","SspRk63","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","52"
"SSPRK73","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk73","SspRk73","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","220"
"SSPRK83","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk83","SspRk83","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","66"
"SSPRK932","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SspRk932","SspRk932","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","188"
"SSPRKMSVS32","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SSPRKMSVS32","SSPRKMSVS32","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","128"
"SSPRKMSVS43","algorithm",,"OrdinaryDiffEqSSPRK","strong-stability-preserving Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; stage/step limiters; adaptive controller where applicable","implemented-and-julia-tested","SSPRKMSVS43","SSPRKMSVS43","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSSPRK/src/algorithms.jl","205"
"IRKC","algorithm",,"OrdinaryDiffEqStabilizedIRK","stabilized implicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; stability-degree selection","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqStabilizedIRK/src/algorithms.jl","12"
"ESERK4","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","ESERK4","ESERK4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/OrdinaryDiffEqStabilizedRK.jl","40"
"ESERK5","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","ESERK5","ESERK5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/OrdinaryDiffEqStabilizedRK.jl","40"
"RKC","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKC","RKC","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","93"
"RKG1","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKG1","RKG1","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","367"
"RKG2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKG2","RKG2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","403"
"RKL1","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKL1","RKL1","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","289"
"RKL2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKL2","RKL2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","330"
"RKMC2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","RKMC2","RKMC2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","256"
"ROCK2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","ROCK2","ROCK2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","31"
